brickid,latitude,longitude,state,type,schools_1km,hospitals_1km,pop_1km,grids_pop,total_prod(kg_day),pm2.5(kg_day),pm10(kg_day,nox(kg_day),sox(kg_day,total_prod(kg/season),pm2.5(kg_s),pm10(kg_s),nox(kg_s),sox(kg_s)
BKP-1016,74.05733593,31.09359475,Punjab,,0,0,3464,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10160,74.25587539,31.18294833,Punjab,,0,0,10255,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10161,74.25957489,31.16602883,Punjab,,0,0,6949,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10162,74.25277202,31.16138255,Punjab,,0,0,710,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10163,74.25065051,31.1693426,Punjab,,0,0,710,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10164,74.24882706,31.16829061,Punjab,,0,0,3163,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10165,74.23997281,31.16001496,Punjab,,0,0,3190,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10166,74.23637852,31.15854217,Punjab,,0,0,1171,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10167,74.2383247,31.15722719,Punjab,,0,0,2288,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10168,74.22933019,31.16830814,Punjab,,0,0,2288,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10169,74.1870402,31.15680639,Punjab,,0,0,2458,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1017,74.05661431,31.18083671,Punjab,,0,0,2472,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10170,74.18214845,31.15948896,Punjab,,0,0,1155,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10171,74.18325304,31.15023146,Punjab,,0,0,2926,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10172,74.17874702,31.15256337,Punjab,,0,0,7808,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10173,74.17839636,31.14442798,Punjab,,0,0,592,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10174,74.18614601,31.13638026,Punjab,,0,0,2484,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10175,74.17124283,31.12468564,Punjab,,0,0,5378,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10176,74.24757344,31.12110888,Punjab,,0,0,5378,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10177,74.25912779,31.13096251,Punjab,,0,0,5378,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10178,74.25072941,31.13331196,Punjab,,0,0,4416,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10179,74.24746824,31.13546854,Punjab,,0,0,1494,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1018,74.05450691,31.24677426,Punjab,,0,0,2088,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10180,74.2586544,31.13641533,Punjab,,0,0,3335,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10181,74.25905766,31.13218983,Punjab,,0,0,14866,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10182,74.34300643,31.11413068,Punjab,,0,0,1951,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10183,74.2449347,31.14267466,Punjab,,0,0,3347,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10184,74.25331555,31.14625143,Punjab,,0,0,3906,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10185,74.25559486,31.14803981,Punjab,,0,0,1757,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10186,74.25608579,31.14993339,Punjab,,0,0,3063,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10187,74.26124054,31.14944246,Punjab,,0,0,38697,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10188,74.23893836,31.14791123,Punjab,,0,0,5797,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10189,74.25842354,31.19295977,Punjab,,0,0,274,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1019,74.05803504,31.24338986,Punjab,,0,0,3873,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10190,74.25914825,31.19021291,Punjab,,0,0,5558,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10191,74.30112263,31.19515726,Punjab,,0,0,1280,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10192,74.29911216,31.20081462,Punjab,,0,0,1123,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10193,74.28312192,31.2056304,Punjab,,0,0,16767,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10194,74.25913656,31.20988511,Punjab,,0,0,42867,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10195,74.27026427,31.20179648,Punjab,,0,0,2620,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10196,74.26666413,31.20231079,Punjab,,0,0,745,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10197,74.27769833,31.20647199,Punjab,,0,0,5222,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10198,74.27536058,31.20511609,Punjab,,0,0,3548,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10199,74.25693907,31.21058644,Punjab,,0,0,4165,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-102,73.17649559,32.49445049,Punjab,,0,0,1782,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1020,74.05632087,31.24247575,Punjab,,0,0,6442,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10200,74.27119937,31.20904352,Punjab,,0,0,2887,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10201,74.26713168,31.21096048,Punjab,,0,0,3389,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10202,74.31369975,31.18183206,Punjab,,0,0,224,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10203,74.31685572,31.18648419,Punjab,,0,0,2489,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10204,74.31388677,31.1804294,Punjab,,0,0,234,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10205,74.20271485,31.21570612,Punjab,,0,0,2254,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10206,74.20347462,31.21918938,Punjab,,0,0,796,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10207,74.21468415,31.22986123,Punjab,,1,0,4637,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10208,74.28946893,31.22209988,Punjab,,0,0,5718,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10209,74.26870966,31.2211414,Punjab,,0,0,5188,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1021,74.06208127,31.24133375,Punjab,,0,0,9777,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10210,74.30756315,31.20938249,Punjab,,0,0,5537,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10211,74.30548255,31.20330433,Punjab,,0,0,1103,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10212,74.30550592,31.20533818,Punjab,,0,0,1931,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10213,74.30298115,31.20622653,Punjab,,0,0,3201,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10214,74.30078366,31.20374851,Punjab,,0,0,4324,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10215,74.29851604,31.20489401,Punjab,,0,0,3997,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10216,74.29884332,31.20727851,Punjab,,0,0,1717,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10217,74.29701987,31.20634341,Punjab,,0,0,2047,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10218,74.30267724,31.20793309,Punjab,,0,0,740,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10219,74.29540682,31.21193065,Punjab,,0,0,740,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1022,74.06068283,32.83204809,Punjab,,0,0,1382,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10220,74.39256391,31.19259742,Punjab,,0,0,7198,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10221,74.40020837,31.18392435,Punjab,,0,0,1242,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10222,74.4124582,31.18432176,Punjab,,0,0,1242,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10223,74.43235249,31.18663614,Punjab,,0,0,3788,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10224,74.43447985,31.18160997,Punjab,,0,0,3474,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10225,74.43555522,31.18434514,Punjab,,0,0,2463,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10226,74.43747218,31.1780332,Punjab,,0,0,3947,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10227,74.44118921,31.18708031,Punjab,,0,0,2236,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10228,74.4427555,31.18918429,Punjab,,0,0,3308,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10229,74.43623317,31.17181478,Punjab,,0,0,884,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1023,74.0615266,32.84552522,Punjab,,0,0,2443,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10230,74.44086192,31.17020173,Punjab,,0,0,3697,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10231,74.46250953,31.1788748,Punjab,,0,0,1065,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10232,74.45902627,31.18866999,Punjab,,0,0,2250,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10233,74.4473375,31.19030642,Punjab,,0,0,5751,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10234,74.43291355,31.1881323,Punjab,,0,0,3175,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10235,74.49827718,31.18895052,Punjab,,0,0,6037,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10236,74.42113127,31.19297146,Punjab,,0,0,707,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10237,74.43557859,31.20120035,Punjab,,0,0,5411,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10238,74.42461452,31.20159777,Punjab,,0,0,16595,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10239,74.4317213,31.20758242,Punjab,,0,0,1087,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1024,74.06003796,32.95265574,Azad Kashmir,,0,0,1087,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10240,74.33047314,31.21775166,Punjab,,0,0,831,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10241,74.26335621,31.23067944,Punjab,,0,0,788,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10242,74.26560045,31.23970317,Punjab,,0,0,1825,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10243,74.254613,31.24325656,Punjab,,0,0,2114,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10244,74.26496926,31.25043347,Punjab,,0,0,4636,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10245,74.28771561,31.25828832,Punjab,,0,0,12356,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10246,74.26466535,31.25870912,Punjab,,0,0,2198,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10247,74.26468873,31.26020528,Punjab,,0,0,563,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10248,74.25508055,31.26513794,Punjab,,0,0,1325,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10249,74.26616151,31.27109922,Punjab,,0,0,1325,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1025,74.05711868,32.54115842,Punjab,,0,0,3037,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10250,74.25779235,31.2752838,Punjab,,0,0,158,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10251,74.26391727,31.27493314,Punjab,,0,0,161,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10252,74.25875083,31.27752804,Punjab,,0,0,5431,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10253,74.25276618,31.28409713,Punjab,,0,0,5706,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10254,74.26726026,31.28393349,Punjab,,0,0,8658,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10255,74.26080805,31.28816483,Punjab,,0,0,8658,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10256,74.27827108,31.28690244,Punjab,,0,0,8816,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10257,74.26870966,31.28711284,Punjab,,0,0,3902,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10258,74.27111755,31.288609,Punjab,,0,0,2508,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10259,74.26321594,31.29461703,Punjab,,0,0,4154,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1026,74.06226236,32.61951979,Punjab,,0,0,5289,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10260,74.27399299,31.29601968,Punjab,,0,0,6297,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10261,74.27036947,31.30188745,Punjab,,0,0,2263,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10262,74.25601566,31.3021446,Punjab,,0,0,2797,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10263,74.25129339,31.3105839,Punjab,,0,0,8623,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10264,74.28039844,31.30855005,Punjab,,0,0,2616,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10265,74.27354882,31.31215019,Punjab,,0,0,8,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10266,74.28135692,31.31278138,Punjab,,0,0,612,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10267,74.27850486,31.30268228,Punjab,,0,0,440,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10268,74.26758754,31.31827511,Punjab,,0,0,4295,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10269,74.27242669,31.32164147,Punjab,,0,0,1140,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1027,74.05446698,32.61409497,Punjab,,0,0,800,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10270,74.28222189,31.32353506,Punjab,,0,0,1879,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10271,74.27943996,31.31783093,Punjab,,0,0,3444,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10272,74.08043275,31.31631724,Punjab,,0,0,2816,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10273,74.22793338,31.2658568,Punjab,,0,0,3688,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10274,74.23461936,31.26891926,Punjab,,0,0,1877,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10275,74.42848935,31.26206964,Punjab,,0,0,3935,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10276,74.34321975,31.2984451,Punjab,,0,0,3935,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10277,74.34601337,31.30496744,Punjab,,0,0,2958,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10278,74.34249505,31.30744546,Punjab,,0,0,832,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10279,74.34788357,31.31131444,Punjab,,0,0,1438,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1028,74.05816434,32.94646378,Azad Kashmir,,0,0,1438,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10280,74.34463409,31.31462237,Punjab,,0,0,1438,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10281,74.35442928,31.31414313,Punjab,,0,0,1438,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10282,74.35395004,31.32419547,Punjab,,0,0,3894,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10283,74.35335392,31.32518317,Punjab,,0,0,3053,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10284,74.37159133,31.33106555,Punjab,,0,0,4859,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10285,74.36837399,31.33276627,Punjab,,0,0,5554,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10286,74.37610611,31.34556547,Punjab,,0,0,996,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10287,74.52360821,31.33793416,Punjab,,0,0,698,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10288,74.52878926,31.33927545,Punjab,,0,0,5539,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10289,74.40445724,31.33363416,Punjab,,0,0,2550,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1029,74.05782011,32.5316901,Punjab,,0,0,2872,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10290,74.44172397,31.20519937,Punjab,,0,0,1810,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10291,74.44319675,31.20509418,Punjab,,0,0,2085,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10292,74.31797054,31.2327089,Punjab,,0,0,6793,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
